Datetime,volume,price
2013-09-13,1263890,299.98
2013-09-16,3527720,308.2
2013-09-17,1078420,307.95
2013-09-18,1689590,308.36
2013-09-19,3059660,313.5
2013-09-20,1413830,311.8
2013-09-23,1652000,307.13
2013-09-24,1541980,311.0
2013-09-25,1983000,316.32
2013-09-26,2053420,319.5
2013-09-27,1417270,321.05
2013-09-30,1174590,323.0
2013-10-01,1629450,327.96
2013-10-02,2074890,324.0
2013-10-03,1246790,324.24
2013-10-04,1028910,327.92
2013-10-07,1288290,330.06
2013-10-08,1572640,329.97
2013-10-09,1719110,328.9
2013-10-10,1168470,333.73
2013-10-11,953520,336.21
2013-10-14,1419020,336.8
2013-10-15,2094080,344.8
2013-10-16,1607710,351.5
2013-10-17,1641740,343.0
2013-10-18,1759270,348.5
2013-10-21,1213640,341.0
2013-10-22,1440030,345.39
2013-10-23,1146630,338.5
2013-10-24,1719590,339.21
2013-10-25,1197780,336.39
2013-10-28,1440220,337.8
2013-10-29,805170,341.54
2013-10-30,1722940,339.97
2013-10-31,1801640,340.0
2013-11-01,1063960,338.4
2013-11-05,632550,335.27
2013-11-06,1819520,329.53
2013-11-07,1891250,330.09
2013-11-08,1250410,328.69
2013-11-11,795020,326.0
2013-11-12,1550370,326.09
2013-11-13,1602590,318.0
2013-11-14,1531070,320.03
2013-11-15,1903430,326.35
2013-11-18,985860,329.03
2013-11-19,998630,329.5
2013-11-20,1379110,321.5
2013-11-21,1505950,314.56
2013-11-22,2132790,317.99
2013-11-25,1624440,314.0
2013-11-26,1770820,318.05
2013-11-27,1163270,310.2
2013-11-28,1186030,310.5
2013-11-29,1091960,313.05
2013-12-02,974640,312.12
2013-12-03,2633810,309.06
2013-12-04,2981190,308.28
2013-12-05,1925900,305.0
2013-12-06,2784830,317.53
2013-12-09,3160510,324.83
2013-12-10,2245890,320.61
2013-12-11,1945460,322.47
2013-12-12,2344530,317.01
2013-12-13,1787420,319.51
2013-12-16,2581510,320.49
2013-12-17,2060120,319.64
2013-12-18,1806120,319.02
2013-12-19,2175810,324.31
2013-12-20,1401360,324.2
2013-12-23,1564430,329.49
2013-12-24,588860,329.06
2013-12-25,778440,325.28
2013-12-26,844290,327.6
2013-12-27,522860,326.1
2013-12-30,775700,328.29
2014-01-06,1595690,315.02
2014-01-08,1150950,314.63
2014-01-09,1172270,312.04
2014-01-10,2447770,313.43
2014-01-13,2471820,317.08
2014-01-14,2383710,314.51
2014-01-15,1880460,317.95
2014-01-16,1843310,312.6
2014-01-17,2166260,311.28
2014-01-20,1359680,312.09
2014-01-21,1020390,312.17
2014-01-22,2391790,307.31
2014-01-23,1392490,307.52
2014-01-24,3080730,305.6
2014-01-27,4037270,298.75
2014-01-28,2147280,299.5
2014-01-29,3730470,293.02
2014-01-30,2774920,291.29
2014-01-31,1752000,287.87
2014-02-03,2523080,289.03
2014-02-04,4356690,296.98
2014-02-05,3581400,297.99
2014-02-06,2682040,296.0
2014-02-07,2216450,299.0
2014-02-10,1375100,299.55
2014-02-11,2058100,302.5
2014-02-12,1539580,303.1
2014-02-13,2325910,294.72
2014-02-14,1623570,296.4
2014-02-17,1347820,297.34
2014-02-18,2128080,295.5
2014-02-19,3524400,287.39
2014-02-20,4443170,282.01
2014-02-21,2390770,285.59
2014-02-24,1568550,285.54
2014-02-25,2606070,281.79
2014-02-26,3060850,276.21
2014-02-27,5053350,271.39
2014-02-28,3039390,276.2
2014-03-03,9753250,239.63
2014-03-04,6725780,254.06
2014-03-05,2744490,256.5
2014-03-06,4686120,259.26
2014-03-07,2699270,252.83
2014-03-11,2713070,246.8
2014-03-12,3748760,237.5
2014-03-13,3566700,236.43
2014-03-14,5511140,235.0
2014-03-17,7405630,245.61
2014-03-18,8078700,260.71
2014-03-19,4765150,257.71
2014-03-20,4253150,259.6
2014-03-21,4972310,256.12
2014-03-24,3705580,260.08
2014-03-25,4156080,265.01
2014-03-26,3567190,271.21
2014-03-27,3168990,263.5
2014-03-28,4723120,272.58
2014-03-31,3442020,271.0
2014-04-01,2919010,271.5
2014-04-02,3545620,269.0
2014-04-03,1895200,268.5
2014-04-04,2318250,269.0
2014-04-07,3610000,259.5
2014-04-08,1792510,258.0
2014-04-09,3699280,252.0
2014-04-10,2763380,252.45
2014-04-11,4135140,253.6
2014-04-14,3202680,248.0
2014-04-15,5050350,240.0
2014-04-16,5093750,243.0
2014-04-17,3298920,248.8
2014-04-18,3179470,258.9
2014-04-21,3304310,256.0
2014-04-22,2751430,258.7
2014-04-23,4033850,258.0
2014-04-24,6304430,253.5
2014-04-25,4814650,250.53
2014-04-28,3306480,253.69
2014-04-29,3231610,257.97
2014-04-30,2279210,258.5
2014-05-02,970650,259.9
2014-05-05,1809080,257.0
2014-05-06,2143720,258.0
2014-05-07,3820740,268.0
2014-05-08,2086170,269.37
2014-05-12,1503580,266.0
2014-05-13,2337160,270.92
2014-05-14,1146260,269.0
2014-05-15,1297270,266.57
2014-05-16,1004050,267.51
2014-05-19,2331070,270.9
2014-05-20,3261010,273.74
2014-05-21,3216500,276.3
2014-05-22,1904730,276.04
2014-05-23,1791930,280.4
2014-05-26,1216600,281.8
2014-05-27,2552580,275.0
2014-05-28,1700260,279.8
2014-05-29,1784650,284.23
2014-05-30,1791040,282.5
2014-06-02,2213100,290.0
2014-06-03,1978970,290.24
2014-06-04,1648250,290.49
2014-06-05,4043080,297.0
2014-06-06,2828720,303.3
2014-06-09,1799300,297.55
2014-06-10,1528110,296.63
2014-06-11,1764390,301.2
2014-06-16,6190690,305.75
2014-06-17,1891910,301.0
2014-06-18,1753990,303.0
2014-06-19,2291870,307.42
2014-06-20,1772120,308.0
2014-06-23,2120200,306.15
2014-06-24,2202040,316.0
2014-06-25,2518210,302.71
2014-06-26,2770230,299.6
2014-06-27,1875440,305.99
2014-06-30,2227310,302.01
2014-07-01,2859010,307.2
2014-07-02,2873240,315.78
2014-07-03,4004340,324.0
2014-07-04,3384990,298.52
2014-07-07,1956640,304.65
2014-07-08,3404120,296.15
2014-07-09,1995870,296.7
2014-07-10,2628080,292.51
2014-07-11,1574590,296.9
2014-07-14,1541430,298.49
2014-07-15,2060890,298.36
2014-07-16,2102810,298.0
2014-07-17,2602130,290.38
2014-07-18,3499380,286.8
2014-07-21,4120510,275.2
2014-07-22,3361980,276.5
2014-07-23,1844320,272.98
2014-07-24,1551830,271.99
2014-07-25,3093040,266.99
2014-07-28,3668150,260.5
2014-07-29,2426200,269.3
2014-07-30,3017640,271.52
2014-07-31,1920300,275.91
2014-08-01,2735730,278.6
2014-08-04,2137900,282.16
2014-08-05,1639720,275.0
2014-08-06,1799200,268.0
2014-08-07,1806240,268.79
2014-08-08,2685310,274.85
2014-08-11,1662070,276.0
2014-08-12,2488350,280.6
2014-08-13,2087020,288.5
2014-08-14,2069920,294.0
2014-08-15,1505930,298.0
2014-08-18,1085390,293.0
2014-08-19,2729780,290.25
2014-08-20,1809050,292.21
2014-08-21,1627290,297.46
2014-08-22,1717860,291.13
2014-08-25,864290,294.5
2014-08-26,1686050,293.22
2014-08-27,2094950,299.01
2014-08-28,4025730,295.8
2014-08-29,4062990,281.87
2014-09-01,2818960,278.5
2014-09-02,2721610,282.0
2014-09-03,3467180,286.0
2014-09-04,1770170,290.13
2014-09-05,4107460,298.0
2014-09-08,3161700,297.22
2014-09-09,2072110,296.5
2014-09-10,1342300,292.78
2014-09-11,1917880,293.0
2014-09-12,2518330,296.51
2014-09-15,3943220,292.01
2014-09-16,2864480,295.4
2014-09-17,18253530,273.7
2014-09-18,5883740,275.29
2014-09-19,8162850,274.0
2014-10-03,9287240,246.41
2014-10-06,4652960,252.09
2014-10-07,4116070,245.87
2014-10-08,3607570,241.6
2014-10-09,6858990,232.45
2014-10-10,5902890,226.3
2014-10-13,5805300,221.0
2014-10-14,4006690,221.45
2014-10-15,2545400,220.1
2014-10-16,4778570,219.8
2014-10-17,4618820,228.15
2014-10-20,5401300,227.82
2014-10-21,2364990,228.5
2014-10-22,3691550,234.6
2014-10-23,5070830,231.98
2014-10-24,1488080,230.0
2014-10-27,2244860,234.29
2014-10-28,3545040,238.0
2014-10-29,2710630,239.5
2014-10-30,8915160,247.55
2014-10-31,6380400,255.0
2014-11-03,1526670,255.91
2014-11-05,3541030,257.55
2014-11-06,5335280,257.59
2014-11-07,4471820,255.5
2014-11-10,1883790,258.5
2014-11-11,2063570,260.86
2014-11-12,1622880,262.02
2014-11-13,2369100,256.0
2014-11-14,3129900,253.5
2014-11-17,1395830,254.5
2014-11-18,2003820,257.4
2014-11-19,1028400,254.97
2014-11-20,3376140,258.2
2014-11-21,1662260,258.7
2014-11-24,1800440,255.3
2014-11-25,1473100,258.7
2014-11-26,2642070,260.0
2014-11-27,2341520,257.0
2014-11-28,4575070,251.0
2014-12-01,5417880,251.0
2014-12-02,3903830,252.95
2014-12-03,4185290,248.5
2014-12-04,4066790,238.5
2014-12-05,4509500,222.5
2014-12-08,5010890,212.0
2014-12-09,7011170,205.4
2014-12-10,5326120,204.5
2014-12-11,4072780,199.45
2014-12-12,3531780,196.5
2014-12-15,9589980,176.9
2014-12-16,8014570,172.0
2014-12-17,11803150,158.5
2014-12-18,26917960,198.5
2014-12-19,11756470,192.0
2014-12-22,5580520,187.0
2014-12-23,3981790,176.95
2014-12-24,3971120,172.9
2014-12-25,2380250,175.0
2014-12-26,2040250,174.0
2014-12-29,2461820,179.75
2014-12-30,2679380,169.05
2015-01-05,1597020,174.7
2015-01-06,2186120,179.9
2015-01-08,3988740,190.05
2015-01-09,3634280,195.0
2015-01-12,2718550,193.0
2015-01-13,3736400,204.5
2015-01-14,3728810,210.2
2015-01-15,5838530,216.5
2015-01-16,2342980,215.8
2015-01-19,3109000,215.0
2015-01-20,2611870,214.15
2015-01-21,3018640,222.95
2015-01-22,4412440,227.0
2015-01-23,4350940,228.0
2015-01-26,3668750,214.25
2015-01-27,3753980,215.55
2015-01-28,2418390,214.0
2015-01-29,3159740,219.55
2015-01-30,4669590,217.85
2015-02-02,3714090,227.3
2015-02-03,3803510,233.05
2015-02-04,3019060,232.0
2015-02-05,4463080,235.5
2015-02-06,3695950,240.8
2015-02-09,5613290,240.6
2015-02-10,3952100,230.05
2015-02-11,4635630,237.95
2015-02-12,8574110,250.95
2015-02-13,8148620,257.35
2015-02-16,2729660,252.3
2015-02-17,2864720,252.0
2015-02-18,2167150,250.35
2015-02-19,3250400,257.0
2015-02-20,1429740,252.5
2015-02-24,2081220,250.3
2015-02-25,2771420,248.6
2015-02-26,2323340,253.5
2015-02-27,1554330,249.0
2015-03-02,2172980,247.55
2015-03-03,2324210,257.25
2015-03-04,3054780,252.0
2015-03-05,3679390,247.5
2015-03-06,2181930,244.5
2015-03-10,3081900,234.5
2015-03-11,1959040,234.0
2015-03-12,1574220,232.35
2015-03-13,2142850,230.3
2015-03-16,3087750,222.7
2015-03-17,3991530,220.4
2015-03-18,2297900,227.3
2015-03-19,3015100,227.0
2015-03-20,6514210,238.95
2015-03-23,4620040,238.75
2015-03-24,4290480,246.0
2015-03-25,2251270,249.65
2015-03-26,1988950,242.75
2015-03-27,2068620,243.0
2015-03-30,1085400,246.3
2015-03-31,1998460,247.0
2015-04-01,2490060,250.9
2015-04-02,2043830,250.0
2015-04-03,813050,248.6
2015-04-06,1383730,253.9
2015-04-07,1554700,255.0
2015-04-08,1461860,253.0
2015-04-09,3217560,252.0
2015-04-10,2797070,248.0
2015-04-13,2127890,253.1
2015-04-14,1281240,253.5
2015-04-15,6177980,263.0
2015-04-16,2820390,263.7
2015-04-17,4035880,257.0
2015-04-20,2959120,252.9
2015-04-21,1594820,255.15
2015-04-22,2176760,252.4
2015-04-23,2714540,253.25
2015-04-24,2059950,255.15
2015-04-27,1554660,257.8
2015-04-28,2228200,261.0
2015-04-29,1753310,258.0
2015-04-30,1696760,265.0
2015-05-05,2433620,267.25
2015-05-06,1902270,262.55
2015-05-07,1509360,260.0
2015-05-08,1726930,264.85
2015-05-12,1656830,266.3
2015-05-13,2889860,271.0
2015-05-14,2216460,268.7
2015-05-15,1586600,269.05
2015-05-18,1149030,267.65
2015-05-19,1844890,260.0
2015-05-20,2614430,252.65
2015-05-21,2421240,251.0
2015-05-22,1454160,252.5
2015-05-25,1167200,254.0
2015-05-26,2793980,249.4
2015-05-27,2872020,244.5
2015-05-28,1748540,246.85
2015-05-29,2547200,243.0
2015-06-01,1897270,241.4
2015-06-02,2123040,245.3
2015-06-03,3485200,241.05
2015-06-04,2236540,239.5
2015-06-05,1468870,239.3
2015-06-08,2214870,241.5
2015-06-09,1714040,241.5
2015-06-10,2011890,239.0
2015-06-11,1201160,238.25
2015-06-15,2882270,241.6
2015-06-16,2164540,242.8
2015-06-17,2538640,240.1
2015-06-18,1076930,243.5
2015-06-19,1383680,245.0
2015-06-22,3435800,253.1
2015-06-23,1753740,250.5
2015-06-24,1355880,248.35
2015-06-25,1259500,246.05
2015-06-26,1265800,248.8
2015-06-29,2394930,243.25
2015-06-30,1656020,243.1
2015-07-01,2633570,243.9
2015-07-02,1796790,245.85
2015-07-03,2520730,243.95
2015-07-06,5314240,222.05
2015-07-07,2699820,218.0
2015-07-08,3028120,215.7
2015-07-09,2517050,219.6
2015-07-10,2026410,220.25
2015-07-13,1297560,222.15
2015-07-14,1839810,219.75
2015-07-15,1338760,218.2
2015-07-16,1523190,221.7
2015-07-17,1565110,219.9
2015-07-20,2490590,216.8
2015-07-21,2589740,214.95
2015-07-22,2305320,211.8
2015-07-23,2167970,215.5
2015-07-24,2854070,211.0
2015-07-27,2542400,207.65
2015-07-28,1929840,211.8
2015-07-29,2612850,217.05
2015-07-30,2599630,219.0
2015-07-31,3508340,224.9
2015-08-03,2152470,222.55
2015-08-04,2125370,222.25
2015-08-05,2391440,227.1
2015-08-06,2806030,227.6
2015-08-07,2268300,229.65
2015-08-10,1780290,231.0
2015-08-11,2345790,231.95
2015-08-12,1253570,230.0
2015-08-13,1392520,229.5
2015-08-14,3311600,226.7
2015-08-17,1639310,230.1
2015-08-18,1409270,229.3
2015-08-19,2181340,227.95
2015-08-20,2846730,232.0
2015-08-21,1864170,228.7
2015-08-24,3848010,223.75
2015-08-25,2833240,224.7
2015-08-26,2959850,221.0
2015-08-27,2969360,227.25
2015-08-28,2536140,228.9
2015-08-31,2634160,228.85
2015-09-01,1986900,227.55
2015-09-02,1962990,228.0
2015-09-03,2590490,230.65
2015-09-04,1459540,226.2
2015-09-07,1681030,224.7
2015-09-08,1588390,227.1
2015-09-09,1255520,227.0
2015-09-10,1356310,225.8
2015-09-11,891900,225.5
2015-09-14,1685410,225.7
2015-09-15,2091290,222.5
2015-09-16,2533670,227.3
2015-09-17,2143710,225.65
2015-09-18,3242060,223.85
2015-09-21,1197640,222.25
2015-09-22,3515210,221.95
2015-09-23,3190190,216.7
2015-09-24,1879200,213.15
2015-09-25,2569360,215.15
2015-09-28,1804800,210.8
2015-09-29,2844210,211.35
2015-09-30,3412340,212.7
2015-10-01,1701790,211.35
2015-10-02,2741160,209.7
2015-10-05,2753280,214.65
2015-10-06,2211250,214.75
2015-10-07,6123280,211.0
2015-10-08,2740100,213.95
2015-10-09,3640520,216.5
2015-10-12,3231830,215.25
2015-10-13,2230630,214.9
2015-10-14,1875470,216.05
2015-10-15,3282330,219.65
2015-10-16,2211790,219.0
2015-10-19,2264180,217.6
2015-10-20,2120090,214.25
2015-10-21,2408970,212.75
2015-10-22,2900270,211.0
2015-10-23,2434870,211.15
2015-10-26,2294340,213.5
2015-10-27,1267200,212.55
2015-10-28,1320960,214.0
2015-10-29,2339440,211.2
2015-10-30,4312490,208.3
2015-11-02,1986070,211.2
2015-11-03,3760560,209.2
2015-11-05,6780870,202.0
2015-11-06,3172840,202.55
2015-11-09,2244000,200.5
2015-11-10,4964770,194.7
2015-11-11,11622650,193.55
2015-11-12,3457320,195.0
2015-11-13,2018120,194.4
2015-11-16,4419360,199.05
2015-11-17,7762620,209.85
2015-11-18,6826640,214.9
2015-11-19,5937820,214.1
2015-11-20,3244620,219.3
2015-11-23,3461790,221.7
2015-11-24,7923200,212.85
2015-11-25,3052400,219.0
2015-11-26,3457980,217.5
2015-11-27,2593610,214.05
2015-11-30,2889330,217.7
2015-12-01,1691690,216.5
2015-12-02,1327580,217.0
2015-12-03,1385780,217.55
2015-12-04,2629110,214.8
2015-12-07,3531420,216.0
2015-12-08,3870450,215.95
2015-12-09,2126450,218.45
2015-12-10,3570180,217.0
2015-12-11,2329360,216.0
2015-12-14,4650360,213.55
2015-12-15,1977980,217.0
2015-12-16,3046240,220.0
2015-12-17,2454550,221.1
2015-12-18,2413900,221.5
2015-12-21,3606540,213.05
2015-12-22,1357330,212.85
2015-12-23,3631380,211.75
2015-12-24,1564910,213.0
2015-12-25,656840,212.2
2015-12-28,1159230,210.25
2015-12-29,3415820,211.5
2015-12-30,1293760,210.0
2016-01-04,631720,208.45
2016-01-05,652110,210.75
2016-01-06,1048460,210.0
2016-01-11,5077190,200.55
2016-01-12,3501380,205.0
2016-01-13,3946670,208.0
2016-01-14,3372920,210.85
2016-01-15,5055430,205.0
2016-01-18,1315650,205.4
2016-01-19,3055960,208.0
2016-01-20,3588480,204.8
2016-01-21,3371880,211.7
2016-01-22,4906510,216.5
2016-01-25,2986770,215.5
2016-01-26,2141690,218.1
2016-01-27,4450870,224.0
2016-01-28,4329860,227.2
2016-01-29,4220170,226.0
2016-02-01,1966750,227.0
2016-02-02,3622090,229.5
2016-02-03,2921950,230.6
2016-02-04,5639190,232.0
2016-02-05,2885420,231.85
2016-02-08,1773960,227.0
2016-02-09,1593390,229.0
2016-02-10,2399530,227.6
2016-02-11,4550850,226.3
2016-02-12,2020680,229.75
2016-02-15,1169570,228.5
2016-02-16,1748760,233.0
2016-02-17,3542790,234.2
2016-02-18,4409010,238.0
2016-02-19,2951890,236.8
2016-02-20,445070,235.4
2016-02-22,1105670,238.0
2016-02-24,3840180,228.0
2016-02-25,3032160,228.1
2016-02-26,2913170,230.25
2016-02-29,3514500,233.0
2016-03-01,2142990,230.95
2016-03-02,983170,231.0
2016-03-03,2981530,234.5
2016-03-04,1584620,234.65
2016-03-07,2736940,239.65
2016-03-09,3123670,236.5
2016-03-10,2212090,232.8
2016-03-11,3309800,231.85
2016-03-14,1494710,232.9
2016-03-15,3779390,232.15
2016-03-16,1909370,236.95
2016-03-17,5157160,236.0
2016-03-18,3290400,234.5
2016-03-21,2520130,237.2
2016-03-22,3600050,239.0
2016-03-23,2787740,235.5
2016-03-24,2265270,236.0
2016-03-25,555430,236.5
2016-03-28,1059430,236.95
2016-03-29,1336960,235.4
2016-03-30,1736270,236.35
2016-03-31,2902860,240.1
2016-04-01,2626330,237.6
2016-04-04,1451800,236.45
2016-04-05,2903170,233.3
2016-04-06,1786270,231.9
2016-04-07,2468880,234.4
2016-04-08,3245080,238.1
2016-04-11,6319440,251.5
2016-04-12,6362660,250.0
2016-04-13,3197530,251.7
2016-04-14,3188440,251.75
2016-04-15,1552160,252.0
2016-04-18,1945800,249.5
2016-04-19,4412140,259.45
2016-04-20,7021220,257.2
2016-04-21,1758100,257.4
2016-04-22,2014650,258.5
2016-04-25,1424050,257.1
2016-04-26,1229410,256.0
2016-04-27,1794110,256.7
2016-04-28,1803150,256.65
2016-04-29,3000780,253.0
2016-05-04,1441330,257.2
2016-05-05,2000660,256.75
2016-05-06,2545830,262.05
