DateTime,open,high,low,close,volume,price
10/16/2007 16:55,98.14,98.26,98.14,98.26,5977,61.26
10/16/2007 16:56,98.26,98.38,98.26,98.3,3228,56.3
10/16/2007 16:57,98.42,98.5,98.38,98.44,6216,56.44
10/16/2007 16:58,98.44,98.44,98.22,98.22,1793,51.22
10/16/2007 16:59,98.34,98.34,98.3,98.3,598,58.3
10/16/2007 17:00,98.25,98.38,98.21,98.3,14464,52.3
10/16/2007 17:01,98.3,98.4,98.16,98.4,8129,51.4
10/16/2007 17:02,98.38,100.05,98.27,98.42,250192,52.42
10/16/2007 17:03,98.45,98.5,98.45,98.5,2271,59.5
10/16/2007 17:04,98.49,98.5,98.46,98.49,3825,53.49
10/16/2007 17:06,98.52,99.05,98.5,98.86,56422,52.86
10/16/2007 17:07,98.85,98.86,98.5,98.5,14345,45.5
10/16/2007 17:08,98.7,98.71,98.42,98.5,13149,53.5
10/16/2007 17:09,98.62,98.71,98.62,98.71,11954,60.71
10/16/2007 17:10,98.71,98.83,98.71,98.83,31080,50.83
10/16/2007 17:11,98.83,98.83,98.81,98.81,717,47.81
10/16/2007 17:12,98.81,98.81,98.8,98.8,956,60.8
10/16/2007 17:13,98.8,98.8,98.65,98.71,5021,45.71
10/16/2007 17:14,98.71,98.71,98.5,98.71,4662,62.71
10/16/2007 17:15,98.71,98.71,98.49,98.49,4184,54.49
10/16/2007 17:16,98.46,98.46,98.46,98.46,120,50.46
10/16/2007 17:17,98.52,98.71,98.5,98.71,3347,45.71
10/16/2007 17:18,98.53,98.88,98.3,98.88,10400,48.88
10/16/2007 17:19,98.87,99.12,98.87,99.12,9324,63.12
10/16/2007 17:21,98.63,98.63,98.63,98.63,1793,51.63
10/16/2007 17:23,98.63,98.71,98.63,98.71,7292,60.71
10/16/2007 17:24,98.63,98.8,98.63,98.8,3108,50.8
10/16/2007 17:25,99.01,99.01,99.01,99.01,598,59.01
10/16/2007 17:26,98.74,98.74,98.74,98.74,239,57.74
10/16/2007 17:27,98.76,98.76,98.76,98.76,1076,48.76
10/16/2007 17:28,98.99,99,98.99,99,598,59
10/16/2007 17:30,98.81,98.81,98.81,98.81,478,52.81
10/16/2007 17:31,98.88,98.92,98.7,98.92,13627,61.92
10/16/2007 17:32,98.92,98.92,98.92,98.92,359,45.92
10/16/2007 17:33,98.96,99.09,98.96,98.96,13986,62.96
10/16/2007 17:34,99.11,99.18,99.11,99.18,13269,60.18
10/16/2007 17:36,99.12,99.13,99.12,99.13,239,58.13
10/16/2007 17:41,98.81,98.81,98.81,98.81,239,57.81
10/16/2007 17:42,99.01,99.01,99.01,99.01,120,51.01
10/16/2007 17:43,98.96,98.97,98.9,98.9,1195,55.9
10/16/2007 17:44,98.9,98.9,98.9,98.9,120,50.9
10/16/2007 17:45,98.9,98.9,98.89,98.89,478,52.89
10/16/2007 17:46,98.89,98.89,98.89,98.89,1076,48.89
10/16/2007 17:47,98.89,98.92,98.89,98.92,1674,62.92
10/16/2007 17:48,98.92,98.92,98.92,98.92,1195,55.92
10/16/2007 17:50,98.92,98.92,98.86,98.86,1076,48.86
10/16/2007 17:53,98.93,98.93,98.9,98.9,2391,47.9
10/16/2007 17:54,98.89,98.89,98.89,98.89,1195,55.89
10/16/2007 17:57,98.89,98.89,98.89,98.89,837,53.89
10/16/2007 17:58,98.89,98.89,98.89,98.89,120,50.89
10/16/2007 17:59,98.89,98.89,98.89,98.89,239,57.89
10/16/2007 18:03,98.72,98.72,98.71,98.71,1076,48.71
10/16/2007 18:04,98.59,98.59,98.59,98.59,598,58.59
10/16/2007 18:06,98.71,98.71,98.71,98.71,598,58.71
10/16/2007 18:07,98.71,98.86,98.6,98.6,598,58.6
10/16/2007 18:12,98.8,98.8,98.8,98.8,359,45.8
10/16/2007 18:13,98.79,98.79,98.79,98.79,359,45.79
10/16/2007 18:14,98.79,98.8,98.79,98.8,598,58.8
10/16/2007 18:15,98.86,98.86,98.8,98.8,239,57.8
10/16/2007 18:17,98.73,98.73,98.73,98.73,239,57.73
10/16/2007 18:18,98.74,98.74,98.74,98.74,120,50.74
10/16/2007 18:20,98.74,98.74,98.72,98.72,717,47.72
10/16/2007 18:26,98.8,98.8,98.8,98.8,1195,55.8
10/16/2007 18:28,98.88,98.92,98.84,98.92,717,47.92
10/16/2007 18:33,98.64,98.64,98.64,98.64,598,58.64
10/16/2007 18:34,98.59,98.59,98.59,98.59,120,50.59
10/16/2007 18:35,98.55,98.6,98.55,98.55,359,45.55
10/16/2007 18:36,98.5,98.59,98.5,98.59,717,47.59
10/16/2007 18:37,98.48,98.48,98.48,98.48,478,52.48
10/16/2007 18:38,98.48,98.48,98.48,98.48,120,50.48
10/16/2007 18:39,98.48,98.48,98.47,98.48,2749,49.48
10/16/2007 18:54,98.55,98.55,98.55,98.55,239,57.55
10/16/2007 19:09,98.55,98.55,98.55,98.55,120,50.55
10/16/2007 19:19,98.71,98.8,98.71,98.8,1434,50.8
10/16/2007 19:29,98.55,98.55,98.55,98.55,478,52.55
10/16/2007 19:30,98.48,98.55,98.48,98.55,478,52.55
10/16/2007 19:32,98.63,98.63,98.63,98.63,120,50.63
10/16/2007 19:43,98.67,98.67,98.67,98.67,120,50.67
10/16/2007 19:44,98.71,98.71,98.71,98.71,1674,62.71
10/16/2007 19:49,98.63,98.63,98.63,98.63,239,57.63
10/16/2007 19:52,98.63,98.63,98.63,98.63,239,57.63
10/16/2007 19:53,98.66,98.71,98.66,98.71,956,60.71
10/16/2007 19:55,98.63,98.63,98.63,98.63,1195,55.63
10/16/2007 19:58,98.71,98.87,98.71,98.87,956,60.87
10/17/2007 07:39,99.43,99.43,99.43,99.43,596,61.43
10/17/2007 07:47,99.15,99.15,99.15,99.15,596,61.15
10/17/2007 07:50,98.99,98.99,98.98,98.98,1431,53.98
10/17/2007 07:57,98.91,98.91,98.91,98.91,596,60.91
10/17/2007 07:59,98.91,98.91,98.77,98.77,2980,52.77
10/17/2007 08:00,98.97,98.97,98.85,98.85,715,49.85
10/17/2007 08:01,98.77,98.85,98.77,98.77,10133,45.77
10/17/2007 08:02,98.77,98.9,98.77,98.9,715,49.9
10/17/2007 08:06,99.17,99.17,99.17,99.17,119,52.17
10/17/2007 08:07,99.17,99.17,98.99,98.99,1788,56.99
10/17/2007 08:09,99.06,99.06,99.06,99.06,477,54.06
10/17/2007 08:10,99.12,99.12,99.12,99.12,119,52.12
10/17/2007 08:16,99.12,99.31,99.12,99.21,1907,46.21
10/17/2007 08:17,99.22,99.22,99.22,99.22,596,61.22
10/17/2007 08:18,99.15,99.15,99.15,99.15,238,59.15
10/17/2007 08:19,99.15,99.23,99.15,99.23,1073,52.23
10/17/2007 08:20,99.15,99.15,99.02,99.02,7391,52.02
10/17/2007 08:21,98.98,98.98,98.98,98.98,5961,59.98
10/17/2007 08:23,98.94,98.94,98.94,98.94,2384,54.94
10/17/2007 08:24,98.9,98.9,98.9,98.9,715,49.9
10/17/2007 08:25,98.9,98.9,98.9,98.9,358,46.9
10/17/2007 08:26,98.9,98.98,98.9,98.98,5007,59.98
10/17/2007 08:28,99.15,99.15,99.15,99.15,1431,54.15
10/17/2007 08:29,99.06,99.06,99.06,99.06,1550,61.06
10/17/2007 08:30,98.9,98.9,98.85,98.85,358,46.85
10/17/2007 08:31,99.06,99.06,99.06,99.06,119,52.06
10/17/2007 08:36,98.9,98.9,98.85,98.85,2384,54.85
10/17/2007 08:37,98.98,98.98,98.98,98.98,2384,54.98
10/17/2007 08:38,98.98,98.98,98.98,98.98,1192,58.98
10/17/2007 08:39,98.98,98.98,98.98,98.98,1192,58.98
10/17/2007 08:42,98.9,98.9,98.9,98.9,238,58.9
10/17/2007 08:44,98.98,98.98,98.98,98.98,2384,54.98
10/17/2007 08:46,98.98,98.98,98.98,98.98,119,51.98
10/17/2007 08:47,98.98,98.98,98.98,98.98,477,53.98
10/17/2007 08:48,98.9,98.9,98.9,98.9,1192,58.9
10/17/2007 08:51,98.9,98.9,98.9,98.9,1192,58.9
10/17/2007 08:53,98.9,98.9,98.9,98.9,596,60.9
10/17/2007 08:54,98.9,98.9,98.9,98.9,1192,58.9
10/17/2007 08:55,98.9,98.9,98.77,98.77,8345,51.77
10/17/2007 08:56,98.78,98.8,98.78,98.8,3457,61.8
10/17/2007 08:57,98.9,98.9,98.9,98.9,596,60.9
10/17/2007 08:58,98.9,98.9,98.9,98.9,1192,58.9
10/17/2007 09:00,98.9,98.98,98.9,98.98,835,55.98
10/17/2007 09:01,99.02,99.02,99.02,99.02,238,59.02
10/17/2007 09:02,99.23,99.23,99.23,99.23,477,54.23
10/17/2007 09:05,99.23,99.23,99.23,99.23,119,52.23
10/17/2007 09:06,99.06,99.06,99.06,99.06,715,50.06
10/17/2007 09:09,99.06,99.06,99.06,99.06,119,52.06
10/17/2007 09:11,99.23,99.23,99.23,99.23,477,54.23
10/17/2007 09:16,99.23,99.23,99.23,99.23,1192,59.23
10/17/2007 09:18,99.23,99.23,99.23,99.23,238,59.23
10/17/2007 09:22,99.08,99.08,99.06,99.06,2623,50.06
10/17/2007 09:23,100.32,100.32,100.32,100.32,45302,50.32
10/17/2007 09:25,98.98,99.07,98.98,98.98,122553,53.98
10/17/2007 09:26,98.82,98.82,98.81,98.81,5365,61.81
10/17/2007 09:28,98.82,98.82,98.77,98.77,3457,61.77
10/17/2007 09:29,98.77,98.99,98.77,98.99,12041,45.99
10/17/2007 09:30,98.99,98.99,98.14,98.78,557450,54.78
10/17/2007 09:31,98.78,98.9,98.48,98.75,173339,45.75
10/17/2007 09:32,98.77,98.77,98.55,98.6,194082,56.6
10/17/2007 09:33,98.6,98.71,98.49,98.59,213634,52.59
10/17/2007 09:34,98.59,98.8,98.59,98.69,92153,51.69
10/17/2007 09:35,98.69,98.77,98.55,98.58,159271,55.58
10/17/2007 09:36,98.57,98.59,98.23,98.46,213753,59.46
10/17/2007 09:37,98.44,98.52,98.28,98.44,170955,53.44
10/17/2007 09:38,98.43,98.53,98.18,98.19,158318,54.19
10/17/2007 09:39,98.2,98.31,97.93,98.13,200520,62.13
10/17/2007 09:40,98.13,98.2,98.07,98.09,161537,57.09
10/17/2007 09:41,98.09,98.09,97.91,97.94,141508,51.94
10/17/2007 09:42,97.92,97.99,97.86,97.98,206361,52.98
10/17/2007 09:43,97.97,97.97,97.81,97.87,97280,53.87
10/17/2007 09:44,97.87,97.92,97.76,97.77,137097,52.77
10/17/2007 09:45,97.77,97.95,97.71,97.91,157602,49.91
10/17/2007 09:46,97.89,98.23,97.88,98.11,181445,57.11
10/17/2007 09:47,98.08,98.23,97.94,98.01,170478,62.01
10/17/2007 09:48,98.01,98.14,97.96,98.05,239503,49.05
10/17/2007 09:49,98.07,98.52,98.02,98.44,174531,59.44
10/17/2007 09:50,98.44,98.54,98.35,98.39,87265,61.39
10/17/2007 09:51,98.39,98.41,98.18,98.34,93703,49.34
