date,close,volume
17/05/10,28.855,22650900
18/05/10,28.444,22096600
19/05/10,27.002,27320200
20/05/10,26.052,37371300
21/05/10,26.062,35867900
22/05/10,26.062,0
23/05/10,26.062,0
24/05/10,26.898,27848200
25/05/10,24.75,29548300
26/05/10,25.555,33993900
27/05/10,27.75,40010700
28/05/10,27.399,30001500
29/05/10,27.399,0
30/05/10,27.399,0
31/05/10,28.39,14786100
01/06/10,27.39,33007400
02/06/10,28.551,33491700
03/06/10,28.57,29186400
04/06/10,27.612,37573500
05/06/10,27.612,0
06/06/10,27.612,0
07/06/10,27.501,25545100
08/06/10,27.09,31115000
09/06/10,27.444,22694400
10/06/10,28.871,43074300
11/06/10,29.203,42315200
12/06/10,29.203,0
13/06/10,29.203,0
14/06/10,29.203,0
15/06/10,29.321,27794900
16/06/10,28.794,29469400
17/06/10,28.471,30722900
18/06/10,28.675,24963100
19/06/10,28.675,0
20/06/10,28.675,0
21/06/10,29.472,21752000
22/06/10,28.93,19089300
23/06/10,29.399,17113700
24/06/10,28.999,26570500
25/06/10,28.6,20754200
26/06/10,28.6,0
27/06/10,28.6,0
28/06/10,28.889,26387100
29/06/10,28.327,26654800
30/06/10,27.9,23284500
01/07/10,26.589,22983100
02/07/10,27.341,22942400
03/07/10,27.341,0
04/07/10,27.341,0
05/07/10,27.5,13095800
06/07/10,27.955,12748000
07/07/10,27.702,22579600
08/07/10,27.64,21458400
09/07/10,27.677,20858300
10/07/10,27.677,0
11/07/10,27.677,0
12/07/10,28.026,16977600
13/07/10,28.13,22610000
14/07/10,28.391,17782200
15/07/10,27.896,23266900
16/07/10,27.646,20407800
17/07/10,27.646,0
18/07/10,27.646,0
19/07/10,27.846,11029800
20/07/10,27.888,16685700
21/07/10,29.055,26993500
22/07/10,29.509,23233800
23/07/10,29.856,22027400
24/07/10,29.856,0
25/07/10,29.856,0
26/07/10,30.537,30455100
27/07/10,30.707,29775000
28/07/10,30.247,19686000
29/07/10,30.8,16060900
30/07/10,30.792,28201700
31/07/10,30.792,0
